epoch,train_loss,val_loss,val_psnr,val_ssim,lr,epoch_time
1,0.03563442783810482,0.05326482117176056,22.919395446777344,0.9744202494621277,0.0001,717.379429101944
2,0.03139933831035885,0.056405982971191405,22.285255432128906,0.9724818468093872,0.0001,818.0261025428772
3,0.03116754385323673,0.056069180965423585,22.3231201171875,0.9722843766212463,0.0001,692.7865364551544
4,0.03105345645680972,0.054926959425210954,22.442155838012695,0.9724421501159668,0.0001,692.7389907836914
5,0.03097224870896463,0.054842599779367444,22.5986270904541,0.9719079732894897,0.0001,731.5204622745514
