Model,PSNR,SSIM,RMSE,SAM (deg),ERGAS,Inference Time (s)
Bicubic Interpolation,25.11560571552874,0.9848836485126842,0.05549085748432772,3.9677819618080012,2.8934819313455047,0.870215892791748
